pca_1,pca_2,tsne_1,tsne_2,label
-2068.709734143358,309.4272567605449,12.008361,-12.225459,Data Asli
-2034.549595266577,266.5894532802731,-14.395052,31.7277,Data Asli
-2809.854007388909,-86.72257145822368,-30.975407,-0.9206054,Data Asli
-1643.7199703954466,-631.5793834666401,10.315837,19.256102,Data Asli
-2262.0151658786854,634.9074407102526,-0.5063917,-10.516959,Data Asli
4143.877309677646,1154.0214525193692,34.32359,7.703174,Data Asli
-2055.671433944659,227.0784210062793,-14.990797,28.938957,Data Asli
-1723.609393723851,99.45568099198499,2.897978,-25.653471,Data Asli
-2115.634373539404,356.23513966654446,-22.135958,32.836914,Data Asli
-2333.475739989626,499.27767521740134,-18.358015,18.29714,Data Asli
-1415.8764650014418,-39.83750757409689,4.9189954,-26.786188,Data Asli
-2100.0775431987495,316.391101671099,10.75763,39.88117,Data Asli
-2127.8832855105975,348.4377986107738,-22.215631,32.323364,Data Asli
5557.526859758702,-11041.938124455835,37.88163,-17.99331,Data Asli
-2025.2117914675473,266.7589415194725,15.059433,-11.081089,Data Asli
-2051.2953837205896,275.5894262072925,11.143772,33.633915,Data Asli
-857.5776468660915,-245.1406260634003,10.461731,-30.885042,Data Asli
-1479.8014504936546,-303.1416167194584,14.9585085,-25.955935,Data Asli
17146.82018013907,1652.005782342732,68.73549,-1.3271506,Data Asli
-1982.400800514144,135.426119756944,-8.984752,28.842306,Data Asli
-2073.3828411052273,295.64978506180705,10.986192,35.950752,Data Asli
-655.0234923415774,-1835.550010734839,23.899265,2.0317645,Data Asli
-2576.1829415701905,-179.16580298487497,-28.523794,-4.640682,Data Asli
-1977.3201199262003,207.47313762737394,-9.802993,30.731182,Data Asli
-2038.4517766373865,260.9307564246501,10.97043,31.393555,Data Asli
-1694.382763795973,231.4671497692816,1.9192061,-26.337833,Data Asli
17498.82769143154,2318.116662238729,67.606636,-1.7880005,Data Asli
2167.69547978001,-5269.956516910923,29.400837,2.6693695,Data Asli
-1405.991911044417,-449.9019449295429,8.804134,-31.376965,Data Asli
-2026.256892005964,282.6052544238655,11.287333,31.768164,Data Asli
-2057.9713955995976,306.4684794183586,9.49983,34.91789,Data Asli
-2035.5038759958443,247.68177900067712,-12.906098,31.383682,Data Asli
-1961.3108715989256,128.3711212359267,-7.469927,30.09825,Data Asli
-2081.00709799405,330.40907350510224,-10.293398,-26.41947,Data Asli
-2127.6948407554482,333.83729083093203,15.028352,36.264786,Data Asli
-2042.3859072234445,283.44023375951383,14.263319,-11.579022,Data Asli
-2062.4742390031533,292.94434717909826,11.521042,37.014553,Data Asli
-1240.4474036320644,-528.0518767818494,15.743631,-26.356768,Data Asli
-1810.8645820652346,548.3677546458339,-4.6980376,-17.192259,Data Asli
-2087.56183626004,305.7352398024832,-10.72788,-26.403433,Data Asli
-2050.012166842149,301.1230832715455,12.897759,-11.816312,Data Asli
-2007.510120157025,362.4489702443461,-9.07571,-26.598005,Data Asli
-1903.9255769234733,360.9633747379339,4.7135286,36.121353,Data Asli
-2057.262868216163,340.5503256393822,7.8860607,36.992237,Data Asli
-2087.539248326644,346.7542341372946,10.26019,-11.548999,Data Asli
17544.676972215977,3012.5846781452424,71.07319,-0.6151552,Data Asli
18156.421415854824,1903.722080962411,67.18061,0.80607265,Data Asli
-2044.382588929955,270.49583709829767,-13.886228,32.18768,Data Asli
-2108.6932301701454,328.2537472105496,10.499157,41.454136,Data Asli
-2132.539694705316,825.8766473484338,-8.2397585,1.8360817,Data Asli
-2044.6508137784294,401.7804043148044,5.948621,40.2025,Data Asli
19722.982586886592,1255.0641191251184,60.616825,1.7424963,Data Asli
17099.262758463872,2413.5898915385205,69.6085,1.8320589,Data Asli
