cur_bw_cam,cur_bw_hr,cur_bw_dht,cur_delay_cam,cur_delay_hr,cur_delay_dht,action,reward,next_bw_cam,next_bw_hr,next_bw_dht,next_delay_cam,next_delay_hr,next_delay_dht,next_prio_cam,next_prio_hr,next_prio_dht,next_pkt_cam,next_pkt_hr,next_pkt_dht,done
0.036352,0.000512,0.290192,5.0,2.0,5.0,0,2.9648,0.036352,0.000512,0.290192,2.0150294544247442,2.829637446748344,2.881366861806381,2,1,0,4,0,35,False
0.036352,0.000512,0.290192,5.0,2.0,5.0,1,2.9864,0.036352,0.000512,0.290192,2.4658700371292808,0.6436267457544704,2.2225555924541904,1,2,0,4,0,35,False
0.036352,0.000512,0.290192,5.0,2.0,5.0,2,2.9692,0.036352,0.000512,0.290192,2.4136242890164685,2.509314658882965,0.90996881570351,0,1,2,4,0,35,False
0.036352,0.000512,0.290192,5.0,2.0,5.0,3,2.9768,0.036352,0.000512,0.290192,1.2484851629363605,1.859032510947524,2.1115575964005666,1,1,1,4,0,35,False
5.20304,5.98896,4.927584,5.0,2.0,5.0,0,2.9704,5.20304,5.98896,4.927584,1.9849576612149886,2.0821753181510596,4.856651972011719,2,1,0,635,731,601,False
5.20304,5.98896,4.927584,5.0,2.0,5.0,1,2.9779,5.20304,5.98896,4.927584,1.270417492323877,1.5006878940865107,4.5429992289091246,1,2,0,635,731,601,False
5.20304,5.98896,4.927584,5.0,2.0,5.0,2,2.9731,5.20304,5.98896,4.927584,2.4299019347886537,1.9892865321936486,2.1073062716051725,0,1,2,635,731,601,False
5.20304,5.98896,4.927584,5.0,2.0,5.0,3,2.9689,5.20304,5.98896,4.927584,1.791267558749172,2.6230902150839044,1.252807865325053,1,1,1,635,731,601,False
5.129088,5.753728,5.404032,5.0,2.0,5.0,0,2.9617,5.129088,5.753728,5.404032,1.8773597852350512,3.1348002104605692,3.2439438394529647,2,1,0,626,702,659,False
5.129088,5.753728,5.404032,5.0,2.0,5.0,1,2.9734,5.129088,5.753728,5.404032,1.260982261262848,2.04626784722159,3.6092748712121,1,2,0,626,702,659,False
5.129088,5.753728,5.404032,5.0,2.0,5.0,2,2.9653,5.129088,5.753728,5.404032,1.6256676367848972,2.9251204854952078,2.227250308779963,0,1,2,626,702,659,False
5.129088,5.753728,5.404032,5.0,2.0,5.0,3,2.9661,5.129088,5.753728,5.404032,1.7978652012268832,2.747312726904145,2.784554348886365,1,1,1,626,702,659,False
5.340416,5.735744,5.3312,5.0,2.0,5.0,0,2.9601,5.340416,5.735744,5.3312,2.4854856494390813,2.994377983341856,4.9930909515575115,2,1,0,651,700,650,False
5.340416,5.735744,5.3312,5.0,2.0,5.0,1,2.9799,5.340416,5.735744,5.3312,1.367979958316775,1.3123900062066607,4.2848591575819635,1,2,0,651,700,650,False
5.340416,5.735744,5.3312,5.0,2.0,5.0,2,2.9756,5.340416,5.735744,5.3312,1.6573111369121867,1.9866258920598712,1.2129172786579823,0,1,2,651,700,650,False
5.340416,5.735744,5.3312,5.0,2.0,5.0,3,2.9801,5.340416,5.735744,5.3312,2.278676323007711,1.2769568230390091,2.562241883612159,1,1,1,651,700,650,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,0,2.9781,5.020024,5.193968,4.930472,1.165236049332267,1.633212970737811,3.221419367321926,2,1,0,612,634,601,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,1,2.9826,5.020024,5.193968,4.930472,2.2150977883582943,0.9904039463015337,3.035756906312585,1,2,0,612,634,601,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,2,2.9672,5.020024,5.193968,4.930472,2.5689209151282766,2.548163093647669,2.219878816429598,0,1,2,612,634,601,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,3,2.9656,5.020024,5.193968,4.930472,2.2460447126754453,2.816071149201675,1.7186310205083728,1,1,1,612,634,601,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,0,2.9654,5.020024,5.193968,4.930472,0.5439105200084504,2.8856453367806516,4.6743858635070445,2,1,0,612,634,601,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,1,2.9862,5.020024,5.193968,4.930472,1.8416611898153332,0.5581447471345733,4.514702202790881,1,2,0,612,634,601,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,2,2.9747,5.020024,5.193968,4.930472,2.3795203219611296,1.9338986482243334,1.2368876927872976,0,1,2,612,634,601,False
5.020024,5.193968,4.930472,5.0,2.0,5.0,3,2.9623,5.020024,5.193968,4.930472,2.860072090235086,3.0387331144909187,1.5564616196759755,1,1,1,612,634,601,False
5.335488,6.066624,4.960224,5.0,2.0,5.0,0,2.9621,5.335488,6.066624,4.960224,0.8384418526197208,3.1561417401139193,4.633784936576825,2,1,0,651,740,605,False
5.335488,6.066624,4.960224,5.0,2.0,5.0,1,2.9806,5.335488,6.066624,4.960224,2.356316337164909,1.054598843727116,4.172889905907873,1,2,0,651,740,605,False
5.335488,6.066624,4.960224,5.0,2.0,5.0,2,2.9714,5.335488,6.066624,4.960224,1.8932091995890041,2.2606937691019136,2.1661553494780845,0,1,2,651,740,605,False
5.335488,6.066624,4.960224,5.0,2.0,5.0,3,2.9643,5.335488,6.066624,4.960224,1.6526516159274969,2.9492906247351254,2.907888291609167,1,1,1,651,740,605,False
4.936952,6.046776,4.940968,5.0,2.0,5.0,0,2.9614,4.936952,6.046776,4.940968,2.4482596754625146,3.005659510041027,3.615865454243152,2,1,0,602,738,603,False
4.936952,6.046776,4.940968,5.0,2.0,5.0,1,2.9682,4.936952,6.046776,4.940968,2.4990668329499837,2.286835343204035,3.982780801417035,1,2,0,602,738,603,False
4.936952,6.046776,4.940968,5.0,2.0,5.0,2,2.9711,4.936952,6.046776,4.940968,3.1893246792970857,2.062742786862464,1.8499137949756288,0,1,2,602,738,603,False
4.936952,6.046776,4.940968,5.0,2.0,5.0,3,2.9659,4.936952,6.046776,4.940968,2.542317143215697,2.7013743576535614,2.0221388826558995,1,1,1,602,738,603,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,0,2.9573,5.497576,5.803336,4.65008,2.3573842036991417,3.3104933576581246,4.845260517406707,2,1,0,671,708,567,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,1,2.9754,5.497576,5.803336,4.65008,2.289843101884484,1.5558194463496575,4.425977218430327,1,2,0,671,708,567,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,2,2.9666,5.497576,5.803336,4.65008,1.7903439917189428,2.8628434975360566,1.2172893248170857,0,1,2,671,708,567,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,3,2.9792,5.497576,5.803336,4.65008,1.698078215082476,1.6016089707815044,1.4283230436495005,1,1,1,671,708,567,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,0,2.9651,5.497576,5.803336,4.65008,1.8556881869839617,2.6918062168644212,4.286842560069408,2,1,0,671,708,567,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,1,2.9686,5.497576,5.803336,4.65008,2.5776173624940917,2.317337467717757,3.096737513622146,1,2,0,671,708,567,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,2,2.9712,5.497576,5.803336,4.65008,3.1118687343408373,2.1795096668658487,0.7996488722409087,0,1,2,671,708,567,False
5.497576,5.803336,4.65008,5.0,2.0,5.0,3,2.9782,5.497576,5.803336,4.65008,2.2398636406677186,1.4753809856458955,2.537058717203435,1,1,1,671,708,567,False
5.081064,5.401168,5.132776,5.0,2.0,5.0,0,2.9687,5.081064,5.401168,5.132776,1.4301038797634091,2.523068867102542,3.2286315370253207,2,1,0,620,659,626,False
5.081064,5.401168,5.132776,5.0,2.0,5.0,1,2.98,5.081064,5.401168,5.132776,3.033435590548225,0.9773132592682037,4.170770765173799,1,2,0,620,659,626,False
5.081064,5.401168,5.132776,5.0,2.0,5.0,2,2.9663,5.081064,5.401168,5.132776,1.8688726685143902,2.7584097304551616,2.335684131754106,0,1,2,620,659,626,False
5.081064,5.401168,5.132776,5.0,2.0,5.0,3,2.971,5.081064,5.401168,5.132776,1.9381946517585276,2.3396884974209855,1.7088619513534942,1,1,1,620,659,626,False
4.745384,5.305,4.916904,5.0,2.0,5.0,0,2.9698,4.745384,5.305,4.916904,1.1659724266525,2.371889899306214,4.164135534482199,2,1,0,579,647,600,False
4.745384,5.305,4.916904,5.0,2.0,5.0,1,2.9829,4.745384,5.305,4.916904,2.690557440453108,0.7786865199646102,3.9341241524712096,1,2,0,579,647,600,False
4.745384,5.305,4.916904,5.0,2.0,5.0,2,2.9799,4.745384,5.305,4.916904,2.6427867188452048,1.37457131028008,1.035773893576664,0,1,2,579,647,600,False
4.745384,5.305,4.916904,5.0,2.0,5.0,3,2.9628,4.745384,5.305,4.916904,3.0388663763971118,2.798543713347214,3.0994679857474683,1,1,1,579,647,600,False
2.263344,2.199856,0.618688,5.0,2.0,5.0,0,2.9746,2.263344,2.199856,0.618688,1.9047070805177337,1.8906352750760653,2.7109857495118543,2,1,0,276,268,75,False
2.263344,2.199856,0.618688,5.0,2.0,5.0,1,2.9836,2.263344,2.199856,0.618688,2.084299693819324,0.8153418511664803,4.065884305542425,1,2,0,276,268,75,False
2.263344,2.199856,0.618688,5.0,2.0,5.0,2,2.978,2.263344,2.199856,0.618688,1.9034002948710322,1.5905062385360906,2.321290019205489,0,1,2,276,268,75,False
2.263344,2.199856,0.618688,5.0,2.0,5.0,3,2.9794,2.263344,2.199856,0.618688,2.294437472911674,1.3178997489540012,2.8667216098780077,1,1,1,276,268,75,False
2.166232,2.02236,0.190472,5.0,2.0,5.0,0,2.9676,2.166232,2.02236,0.190472,0.6130378446243474,2.8892231344488044,2.246800899113328,2,1,0,264,246,23,False
2.166232,2.02236,0.190472,5.0,2.0,5.0,1,2.9777,2.166232,2.02236,0.190472,2.4250426816507105,1.5257449527640181,2.1708080742086837,1,2,0,264,246,23,False
2.166232,2.02236,0.190472,5.0,2.0,5.0,2,2.9762,2.166232,2.02236,0.190472,3.333671496824821,1.5623666087788466,1.4957931409767211,0,1,2,264,246,23,False
2.166232,2.02236,0.190472,5.0,2.0,5.0,3,2.9643,2.166232,2.02236,0.190472,2.750748454824773,2.781739697630872,2.3477675564681535,1,1,1,264,246,23,False
2.437176,2.457144,0.62316,5.0,2.0,5.0,0,2.9749,2.437176,2.457144,0.62316,1.8355405268164813,1.8442713219641556,3.0308674675967895,2,1,0,297,299,76,False
2.437176,2.457144,0.62316,5.0,2.0,5.0,1,2.9821,2.437176,2.457144,0.62316,1.2501421284738632,1.185097291120206,3.5160509041215517,1,2,0,297,299,76,False
2.437176,2.457144,0.62316,5.0,2.0,5.0,2,2.9795,2.437176,2.457144,0.62316,2.8693760804151482,1.3068109304697133,1.7180363233018328,0,1,2,297,299,76,False
2.437176,2.457144,0.62316,5.0,2.0,5.0,3,2.9712,2.437176,2.457144,0.62316,2.2937598455380868,2.138208790436704,2.876343349024716,1,1,1,297,299,76,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,0,2.963,0.350224,0.30824,0.350224,0.8433012405957707,3.246871588411226,2.893486128753623,2,1,0,42,37,42,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,1,2.9754,0.350224,0.30824,0.350224,3.0180942348621045,1.5153676063418737,3.458614388408219,1,2,0,42,37,42,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,2,2.9726,0.350224,0.30824,0.350224,2.004475633306903,2.1520540610743883,1.8958067544953712,0,1,2,42,37,42,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,3,2.9747,0.350224,0.30824,0.350224,1.2130862267969176,2.009120091906798,2.735086876009282,1,1,1,42,37,42,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,0,2.9708,0.350224,0.30824,0.350224,2.350512134685519,2.101302091107678,3.5163396700208907,2,1,0,42,37,42,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,1,2.98,0.350224,0.30824,0.350224,2.820282576518955,1.1293979662028248,3.0275445116870325,1,2,0,42,37,42,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,2,2.9648,0.350224,0.30824,0.350224,1.8895121750976196,2.956620221590782,1.8565537224166038,0,1,2,42,37,42,False
0.350224,0.30824,0.350224,5.0,2.0,5.0,3,2.9795,0.350224,0.30824,0.350224,1.5912275159179525,1.5134931790778452,2.1953958408569556,1,1,1,42,37,42,False
3.253904,2.960528,2.07784,5.0,2.0,5.0,0,2.9663,3.253904,2.960528,2.07784,1.0019497202981755,2.862066004671639,3.0754302252886014,2,1,0,397,361,253,False
3.253904,2.960528,2.07784,5.0,2.0,5.0,1,2.978,3.253904,2.960528,2.07784,2.798459536409027,1.236353469185319,4.0239404295134396,1,2,0,397,361,253,False
3.253904,2.960528,2.07784,5.0,2.0,5.0,2,2.9605,3.253904,2.960528,2.07784,2.708596142783943,3.1532892539067854,2.5277687920245135,0,1,2,397,361,253,False
3.253904,2.960528,2.07784,5.0,2.0,5.0,3,2.9744,3.253904,2.960528,2.07784,2.055424272902148,1.882652906750881,2.6367327803219913,1,1,1,397,361,253,False
2.02376,2.709328,1.388368,5.0,2.0,5.0,0,2.9667,2.02376,2.709328,1.388368,0.918895947316184,2.8310933645055565,3.1594853657462183,2,1,0,247,330,169,False
2.02376,2.709328,1.388368,5.0,2.0,5.0,1,2.9836,2.02376,2.709328,1.388368,1.4104949555445123,1.0553256709277883,3.022465178740778,1,2,0,247,330,169,False
2.02376,2.709328,1.388368,5.0,2.0,5.0,2,2.9628,2.02376,2.709328,1.388368,2.419827174739839,3.167659114153662,0.7137981119384087,0,1,2,247,330,169,False
2.02376,2.709328,1.388368,5.0,2.0,5.0,3,2.969,2.02376,2.709328,1.388368,3.057001133736012,2.30426593656894,1.8818721150972664,1,1,1,247,330,169,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,0,2.964,1.963008,1.963008,0.10608,2.500619347741883,2.7927931402546164,3.0674700286577368,2,1,0,239,239,12,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,1,2.9815,1.963008,1.963008,0.10608,1.1963144832364647,1.3577368366003812,2.4932461176928675,1,2,0,239,239,12,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,2,2.9726,1.963008,1.963008,0.10608,2.999814740969426,2.023419485543325,1.2022501222169462,0,1,2,239,239,12,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,3,2.9837,1.963008,1.963008,0.10608,1.238612188129649,1.237110356253828,1.426347867204399,1,1,1,239,239,12,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,0,2.9624,1.963008,1.963008,0.10608,1.631054526363697,3.0464213218448553,3.9228276474242145,2,1,0,239,239,12,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,1,2.9728,1.963008,1.963008,0.10608,1.4358356880623457,2.2001956274947316,2.3556989503195704,1,2,0,239,239,12,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,2,2.9778,1.963008,1.963008,0.10608,3.1505252838836393,1.356177218789575,2.3157562811808456,0,1,2,239,239,12,False
1.963008,1.963008,0.10608,5.0,2.0,5.0,3,2.9792,1.963008,1.963008,0.10608,2.228946785437506,1.4367895182986306,1.9703144236020025,1,1,1,239,239,12,False
1.985896,1.985896,0.161032,5.0,2.0,5.0,0,2.9709,1.985896,1.985896,0.161032,2.0994509174720406,2.23989310362123,2.4798587896659914,2,1,0,242,242,19,False
1.985896,1.985896,0.161032,5.0,2.0,5.0,1,2.9727,1.985896,1.985896,0.161032,2.8769070763577544,1.8860301517824813,2.7017288922487053,1,2,0,242,242,19,False
1.985896,1.985896,0.161032,5.0,2.0,5.0,2,2.9621,1.985896,1.985896,0.161032,3.374144580696306,3.043334508295972,0.7060567767800325,0,1,2,242,242,19,False
1.985896,1.985896,0.161032,5.0,2.0,5.0,3,2.9671,1.985896,1.985896,0.161032,2.0222649870430907,2.7626083768060394,1.2269785646205278,1,1,1,242,242,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,0,2.9787,2.004576,2.004576,0.161376,1.5088543131591439,1.581001712181042,2.427226051879333,2,1,0,244,244,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,1,2.9688,2.004576,2.004576,0.161376,1.159670061662915,2.512114324279987,3.761747899829543,1,2,0,244,244,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,2,2.9733,2.004576,2.004576,0.161376,2.3141920558651767,2.113435026561985,0.9531250677084264,0,1,2,244,244,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,3,2.9653,2.004576,2.004576,0.161376,2.756609571663841,2.6715479099095853,2.514056176320712,1,1,1,244,244,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,0,2.9802,2.004576,2.004576,0.161376,1.6430152203124813,1.3571014816512939,2.9901948526009585,2,1,0,244,244,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,1,2.9783,2.004576,2.004576,0.161376,1.8391848424823423,1.5117091881792326,2.9133467706386873,1,2,0,244,244,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,2,2.9774,2.004576,2.004576,0.161376,1.70062408541994,1.8456237911758062,0.767645776065697,0,1,2,244,244,19,False
2.004576,2.004576,0.161376,5.0,2.0,5.0,3,2.9723,2.004576,2.004576,0.161376,1.669697550029854,2.295939032680113,1.4211205868104104,1,1,1,244,244,19,False
2.109104,2.108592,0.106536,5.0,2.0,5.0,0,2.9619,2.109104,2.108592,0.106536,1.9744427832895315,3.043966557882558,3.755489935433146,2,1,0,257,257,13,False
2.109104,2.108592,0.106536,5.0,2.0,5.0,1,2.977,2.109104,2.108592,0.106536,1.7214327670101044,1.6196265539669128,3.3895651725904843,1,2,0,257,257,13,False
2.109104,2.108592,0.106536,5.0,2.0,5.0,2,2.9633,2.109104,2.108592,0.106536,2.6327815855456747,3.0751573247365167,0.6959011174189658,0,1,2,257,257,13,False
2.109104,2.108592,0.106536,5.0,2.0,5.0,3,2.9675,2.109104,2.108592,0.106536,2.226385392503147,2.6294376661439847,1.74133267268252,1,1,1,257,257,13,False
1.959184,1.959184,0.118032,5.0,2.0,5.0,0,2.9719,1.959184,1.959184,0.118032,1.7369430473465812,2.1747188685439163,2.8460313718961068,2,1,0,239,239,14,False
1.959184,1.959184,0.118032,5.0,2.0,5.0,1,2.9774,1.959184,1.959184,0.118032,1.7904150148007603,1.6261618180792485,2.739286761569879,1,2,0,239,239,14,False
1.959184,1.959184,0.118032,5.0,2.0,5.0,2,2.9636,1.959184,1.959184,0.118032,2.1291696510954896,3.059112926269629,1.5091076142441726,0,1,2,239,239,14,False
1.959184,1.959184,0.118032,5.0,2.0,5.0,3,2.9689,1.959184,1.959184,0.118032,2.040417539189818,2.5767348545195894,1.2219578492555268,1,1,1,239,239,14,False
1.964472,1.964472,0.122296,5.0,2.0,5.0,0,2.9773,1.964472,1.964472,0.122296,2.2801315155132857,1.5265152951130576,2.9244059571818273,2,1,0,239,239,14,False
1.964472,1.964472,0.122296,5.0,2.0,5.0,1,2.9752,1.964472,1.964472,0.122296,2.3653384947483547,1.6752055073388588,3.278074496829035,1,2,0,239,239,14,False
1.964472,1.964472,0.122296,5.0,2.0,5.0,2,2.9725,1.964472,1.964472,0.122296,3.336510232988995,2.0168236765650907,0.622447075526654,0,1,2,239,239,14,False
1.964472,1.964472,0.122296,5.0,2.0,5.0,3,2.9681,1.964472,1.964472,0.122296,1.2657034454803398,2.8045469603443625,1.3078834429559378,1,1,1,239,239,14,False
1.977784,1.979216,0.132024,5.0,2.0,5.0,0,2.9756,1.977784,1.979216,0.132024,1.6595522994850662,1.7284498515293405,3.8337885772612736,2,1,0,241,241,16,False
1.977784,1.979216,0.132024,5.0,2.0,5.0,1,2.9697,1.977784,1.979216,0.132024,2.976103804775358,2.220409390142448,2.1193750890880825,1,2,0,241,241,16,False
1.977784,1.979216,0.132024,5.0,2.0,5.0,2,2.9778,1.977784,1.979216,0.132024,3.383794452863598,1.3128673342343182,2.277075449623753,0,1,2,241,241,16,False
1.977784,1.979216,0.132024,5.0,2.0,5.0,3,2.9762,1.977784,1.979216,0.132024,1.3894532410691995,1.9604260460635656,1.424724915548218,1,1,1,241,241,16,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,0,2.9658,1.9998,1.9998,0.168936,1.0335722940494079,3.0064378116566974,2.0835103705854587,2,1,0,244,244,20,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,1,2.9858,1.9998,1.9998,0.168936,2.353565717466779,0.584266850044636,3.6946833154840113,1,2,0,244,244,20,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,2,2.9775,1.9998,1.9998,0.168936,2.800443368573821,1.4730875328468922,2.1443034048907306,0,1,2,244,244,20,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,3,2.9676,1.9998,1.9998,0.168936,1.1108036099632952,2.9011295393949617,1.1825863267168093,1,1,1,244,244,20,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,0,2.9727,1.9998,1.9998,0.168936,2.4349743111882995,1.9686014933481397,2.7340795504204998,2,1,0,244,244,20,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,1,2.9873,1.9998,1.9998,0.168936,1.3165331849415232,0.6298121663740592,3.7218941885085366,1,2,0,244,244,20,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,2,2.9703,1.9998,1.9998,0.168936,1.6542370834193345,2.536004377379132,1.0252864762159326,0,1,2,244,244,20,False
1.9998,1.9998,0.168936,5.0,2.0,5.0,3,2.9746,1.9998,1.9998,0.168936,2.0909724213880576,1.8237542049064746,3.0258606635785052,1,1,1,244,244,20,False
2.000064,1.9988,0.154496,5.0,2.0,5.0,0,2.9729,2.000064,1.9988,0.154496,2.1843396677704723,1.9030653927608698,3.7379384360681427,2,1,0,244,243,18,False
2.000064,1.9988,0.154496,5.0,2.0,5.0,1,2.9806,2.000064,1.9988,0.154496,1.248261111891322,1.3947248542930402,2.986853160940215,1,2,0,244,243,18,False
2.000064,1.9988,0.154496,5.0,2.0,5.0,2,2.9818,2.000064,1.9988,0.154496,2.473071667683138,1.2327675380258225,0.9364778178377742,0,1,2,244,243,18,False
2.000064,1.9988,0.154496,5.0,2.0,5.0,3,2.9807,2.000064,1.9988,0.154496,1.8147455135784607,1.4501283239790501,1.190838644503704,1,1,1,244,243,18,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,0,2.9608,1.879352,1.879352,0.041784,1.5915600736783126,3.2648870763915747,3.3753152888202878,2,1,0,229,229,5,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,1,2.982,1.879352,1.879352,0.041784,2.238107320560606,1.0257659051213885,3.3086637060958735,1,2,0,229,229,5,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,2,2.9773,1.879352,1.879352,0.041784,2.485198341663514,1.6541242962892246,1.234212250159691,0,1,2,229,229,5,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,3,2.9822,1.879352,1.879352,0.041784,1.1154869221430785,1.285944158210982,2.7311743631643557,1,1,1,229,229,5,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,0,2.9735,1.879352,1.879352,0.041784,0.7365629797850899,2.26877669422439,2.291992347869195,2,1,0,229,229,5,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,1,2.9799,1.879352,1.879352,0.041784,1.9955461476621577,1.3131232520044198,2.9890310049470816,1,2,0,229,229,5,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,2,2.9705,1.879352,1.879352,0.041784,2.61263431232483,2.3697098196498008,0.5925613030434373,0,1,2,229,229,5,False
1.879352,1.879352,0.041784,5.0,2.0,5.0,3,2.9625,1.879352,1.879352,0.041784,3.0787194736159975,2.9592282844985793,1.735239922814249,1,1,1,229,229,5,False
1.917112,1.923752,0.074424,5.0,2.0,5.0,0,2.9712,1.917112,1.923752,0.074424,2.0434911242764935,2.2544482847092655,2.127518022963586,2,1,0,234,234,9,False
1.917112,1.923752,0.074424,5.0,2.0,5.0,1,2.98,1.917112,1.923752,0.074424,2.371254430186278,1.2790353442167954,2.491305071252207,1,2,0,234,234,9,False
1.917112,1.923752,0.074424,5.0,2.0,5.0,2,2.9681,1.917112,1.923752,0.074424,1.7544937298708243,2.764025774897557,0.7678333190790259,0,1,2,234,234,9,False
1.917112,1.923752,0.074424,5.0,2.0,5.0,3,2.966,1.917112,1.923752,0.074424,2.439904039301665,2.7238328297363656,1.903667860721925,1,1,1,234,234,9,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,0,2.964,1.934816,2.103872,0.093544,1.2182010739700138,3.0557038152723486,3.0139495121885123,2,1,0,236,256,11,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,1,2.9717,1.934816,2.103872,0.093544,2.759048496081764,1.944672378234839,3.3411364590995145,1,2,0,236,256,11,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,2,2.9705,1.934816,2.103872,0.093544,1.9243794650437347,2.3577020164672002,2.0993942819874647,0,1,2,236,256,11,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,3,2.9808,1.934816,2.103872,0.093544,1.6953046540424594,1.463240619897551,1.1949754664003691,1,1,1,236,256,11,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,0,2.9685,1.934816,2.103872,0.093544,1.2807668345412813,2.516290586244656,3.7790363247998915,2,1,0,236,256,11,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,1,2.9749,1.934816,2.103872,0.093544,3.0108546994067282,1.55117635183892,3.6139798867934503,1,2,0,236,256,11,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,2,2.969,1.934816,2.103872,0.093544,2.970464495707188,2.285703178489273,2.1564114676193684,0,1,2,236,256,11,False
1.934816,2.103872,0.093544,5.0,2.0,5.0,3,2.9694,1.934816,2.103872,0.093544,1.8110243088426743,2.4348772232392752,2.5860508960055437,1,1,1,236,256,11,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,0,2.9706,2.020912,2.019944,0.17464,0.9182571692853414,2.513047742568487,2.4445862517565278,2,1,0,246,246,21,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,1,2.9888,2.020912,2.019944,0.17464,1.1457933922677048,0.5568012257693318,3.335045722007468,1,2,0,246,246,21,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,2,2.9604,2.020912,2.019944,0.17464,2.843423768995347,3.1636971518470873,2.284169764647821,0,1,2,246,246,21,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,3,2.9784,2.020912,2.019944,0.17464,2.629905732667151,1.454701921159192,1.7868366596752465,1,1,1,246,246,21,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,0,2.9715,2.020912,2.019944,0.17464,1.5936318159448615,2.3124300286027015,2.2224438048785,2,1,0,246,246,21,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,1,2.9814,2.020912,2.019944,0.17464,1.8226425835740299,1.1272453535150455,3.7022210476447537,1,2,0,246,246,21,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,2,2.9695,2.020912,2.019944,0.17464,2.70558338013108,2.4263238034695274,0.8230586445458261,0,1,2,246,246,21,False
2.020912,2.019944,0.17464,5.0,2.0,5.0,3,2.9659,2.020912,2.019944,0.17464,1.2064549168489274,3.025338278997027,1.4513571263910217,1,1,1,246,246,21,False
1.969768,1.969768,0.126568,5.0,2.0,5.0,0,2.9669,1.969768,1.969768,0.126568,1.4855006568693818,2.6246664192965428,3.8540021222805247,2,1,0,240,240,15,False
1.969768,1.969768,0.126568,5.0,2.0,5.0,1,2.9771,1.969768,1.969768,0.126568,3.0240530153293967,1.3817589465134246,3.024646935269839,1,2,0,240,240,15,False
1.969768,1.969768,0.126568,5.0,2.0,5.0,2,2.9804,1.969768,1.969768,0.126568,2.60676615285297,1.378225457471509,0.6342219170953276,0,1,2,240,240,15,False
