timestamp,device_id,src_ip,delay_ms
2026-01-16T08:43:17Z,max,192.168.15.237,-12.124
2026-01-16T08:43:17Z,dht11,192.168.15.237,-12.161
2026-01-16T08:43:18Z,camera,192.168.15.237,-11.637
2026-01-16T08:43:21Z,max,192.168.15.237,-12.027
2026-01-16T08:43:22Z,dht11,192.168.15.237,-11.973
2026-01-16T08:43:23Z,camera,192.168.15.237,-11.621
2026-01-16T08:43:24Z,camera,192.168.15.237,-11.504
2026-01-16T08:43:25Z,max,192.168.15.237,-11.858
2026-01-16T08:43:27Z,dht11,192.168.15.237,-11.772
2026-01-16T08:43:29Z,camera,192.168.15.237,-11.263
2026-01-16T08:43:29Z,max,192.168.15.237,-11.733
2026-01-16T08:43:32Z,dht11,192.168.15.237,-11.470
2026-01-16T08:43:33Z,camera,192.168.15.237,-11.255
2026-01-16T08:43:33Z,max,192.168.15.237,-11.565
2026-01-16T08:43:37Z,camera,192.168.15.237,-10.899
2026-01-16T08:43:37Z,max,192.168.15.237,-11.352
2026-01-16T08:43:38Z,dht11,192.168.15.237,-11.374
2026-01-16T08:43:40Z,camera,192.168.15.237,-10.849
2026-01-16T08:43:41Z,max,192.168.15.237,-10.850
2026-01-16T08:43:43Z,dht11,192.168.15.237,-11.228
2026-01-16T08:43:44Z,camera,192.168.15.237,-10.698
2026-01-16T08:43:45Z,max,192.168.15.237,-11.016
2026-01-16T08:43:48Z,dht11,192.168.15.237,-10.968
2026-01-16T08:43:49Z,camera,192.168.15.237,-10.491
2026-01-16T08:43:49Z,max,192.168.15.237,-10.635
2026-01-16T08:43:52Z,camera,192.168.15.237,-10.689
2026-01-16T08:43:53Z,dht11,192.168.15.237,-10.861
2026-01-16T08:43:53Z,max,192.168.15.237,-10.813
2026-01-16T08:43:56Z,camera,192.168.15.237,-10.533
2026-01-16T08:43:57Z,max,192.168.15.237,-10.681
2026-01-16T08:43:58Z,dht11,192.168.15.237,-10.749
2026-01-16T08:43:58Z,camera,192.168.15.237,-10.085
2026-01-16T08:44:00Z,camera,192.168.15.237,-10.196
2026-01-16T08:44:01Z,max,192.168.15.237,-10.576
2026-01-16T08:44:02Z,camera,192.168.15.237,-9.974
2026-01-16T08:44:03Z,dht11,192.168.15.237,-10.387
2026-01-16T08:44:05Z,camera,192.168.15.237,-9.861
2026-01-16T08:44:05Z,max,192.168.15.237,-10.416
