Epoch,Loss,Reward
1,240.9794158935547,-15.489639282226562
2,221.64718627929688,-14.951956748962402
3,219.67770385742188,-14.876065254211426
4,233.64117431640625,-15.341532707214355
5,235.28123474121094,-15.374231338500977
6,227.21546936035156,-15.121847152709961
7,224.84661865234375,-15.03054428100586
8,229.8319549560547,-15.195104598999023
9,220.215087890625,-14.949975967407227
10,231.78744506835938,-15.315433502197266
11,226.26724243164062,-15.153377532958984
12,241.9224853515625,-15.626668930053711
13,228.10324096679688,-15.201372146606445
14,223.8897705078125,-15.065300941467285
15,237.84933471679688,-15.535563468933105
16,212.97879028320312,-14.734319686889648
17,220.3809051513672,-14.940450668334961
18,229.7942352294922,-15.267057418823242
19,226.81048583984375,-15.230690956115723
20,223.06771850585938,-15.091141700744629
21,224.7085723876953,-15.165241241455078
22,219.23858642578125,-14.988953590393066
23,245.76220703125,-15.78936767578125
24,218.9222869873047,-14.962425231933594
25,231.97689819335938,-15.391153335571289
26,217.823486328125,-14.94195556640625
27,239.0206298828125,-15.612571716308594
28,225.91665649414062,-15.218820571899414
29,224.22537231445312,-15.19502067565918
30,231.17825317382812,-15.382349967956543
31,212.96456909179688,-14.846860885620117
32,227.583251953125,-15.302026748657227
33,230.18003845214844,-15.400494575500488
34,231.01222229003906,-15.416683197021484
35,215.78382873535156,-14.95598316192627
36,215.5474853515625,-14.97951889038086
37,223.17962646484375,-15.218825340270996
38,222.966064453125,-15.183049201965332
39,234.08810424804688,-15.510055541992188
40,234.96954345703125,-15.621969223022461
41,210.8498992919922,-14.827102661132812
42,222.77113342285156,-15.214466094970703
43,235.79632568359375,-15.611324310302734
44,220.69444274902344,-15.13224983215332
45,218.31141662597656,-15.14451789855957
46,221.747314453125,-15.244917869567871
47,231.58834838867188,-15.589542388916016
48,212.28697204589844,-14.945430755615234
49,220.03997802734375,-15.222280502319336
50,222.43145751953125,-15.31418228149414
51,237.53152465820312,-15.79281234741211
52,206.48583984375,-14.77291488647461
53,221.78274536132812,-15.280010223388672
54,217.37576293945312,-15.14603042602539
55,224.63607788085938,-15.426301002502441
56,213.53562927246094,-15.038956642150879
57,231.4146728515625,-15.601472854614258
58,211.8107147216797,-14.930536270141602
59,227.00318908691406,-15.481197357177734
60,216.58273315429688,-15.18692684173584
61,216.2447967529297,-15.198371887207031
62,209.75791931152344,-14.963096618652344
63,214.08099365234375,-15.12507152557373
64,211.96591186523438,-15.036060333251953
65,225.7366943359375,-15.49661922454834
66,217.56314086914062,-15.223910331726074
67,219.65870666503906,-15.315397262573242
68,234.31234741210938,-15.817764282226562
69,197.04550170898438,-14.652101516723633
70,218.65846252441406,-15.351391792297363
71,240.67868041992188,-16.08540153503418
72,197.12380981445312,-14.598429679870605
73,206.50155639648438,-14.948909759521484
74,213.5309295654297,-15.229451179504395
75,216.63882446289062,-15.300540924072266
76,210.99484252929688,-15.147836685180664
77,220.64898681640625,-15.566056251525879
78,231.15457153320312,-15.816509246826172
79,225.26992797851562,-15.681032180786133
80,215.7575225830078,-15.381519317626953
81,209.27337646484375,-15.096675872802734
82,209.88870239257812,-15.253064155578613
83,216.5861358642578,-15.420797348022461
84,209.04116821289062,-15.114259719848633
85,217.52178955078125,-15.433151245117188
86,232.03269958496094,-15.937969207763672
87,202.56607055664062,-14.92322063446045
88,217.7133026123047,-15.547046661376953
89,202.36727905273438,-15.08882999420166
90,221.9154052734375,-15.663065910339355
91,204.27169799804688,-15.11824893951416
92,214.96751403808594,-15.508408546447754
93,205.569580078125,-15.22198486328125
94,223.70559692382812,-15.67430305480957
95,200.906494140625,-15.059663772583008
96,230.41165161132812,-16.053911209106445
97,201.97154235839844,-15.104450225830078
98,202.4617156982422,-15.122608184814453
99,192.11431884765625,-14.757463455200195
100,209.52313232421875,-15.33071231842041
101,209.23019409179688,-15.26571273803711
102,206.08981323242188,-15.24424934387207
103,204.1593017578125,-15.071599960327148
104,201.46267700195312,-15.139754295349121
105,217.8046112060547,-15.650161743164062
106,209.83346557617188,-15.331247329711914
107,194.77835083007812,-15.01314640045166
108,192.5870361328125,-14.854072570800781
109,204.5909423828125,-15.225775718688965
110,203.2503662109375,-15.252595901489258
111,193.27813720703125,-14.90636157989502
112,204.7503662109375,-15.39460563659668
113,209.50228881835938,-15.384142875671387
114,193.78387451171875,-15.033059120178223
115,200.2542266845703,-15.246227264404297
116,203.33958435058594,-15.251667022705078
117,208.7279510498047,-15.422718048095703
118,202.43551635742188,-15.256223678588867
119,217.03079223632812,-15.708837509155273
120,199.35377502441406,-15.259864807128906
121,184.51138305664062,-14.805253982543945
122,190.27328491210938,-14.963218688964844
123,197.91595458984375,-15.223123550415039
124,200.55982971191406,-15.30548095703125
125,202.20501708984375,-15.307787895202637
126,195.1277313232422,-15.063462257385254
127,188.9093017578125,-15.04034423828125
128,180.8497772216797,-14.691848754882812
129,180.56346130371094,-14.732335090637207
130,195.20660400390625,-15.226709365844727
131,197.33741760253906,-15.275923728942871
132,190.13226318359375,-15.09925651550293
133,190.86856079101562,-15.14830207824707
134,193.310791015625,-15.069725036621094
135,212.82073974609375,-15.813150405883789
136,197.24658203125,-15.514261245727539
137,192.0772705078125,-15.333797454833984
138,196.3097686767578,-15.249200820922852
139,196.16650390625,-15.520435333251953
140,206.51272583007812,-15.494203567504883
141,183.06988525390625,-15.043340682983398
142,196.0758514404297,-15.273567199707031
143,206.44534301757812,-15.60988998413086
144,191.67034912109375,-15.086835861206055
145,186.2955322265625,-15.16938591003418
146,185.24057006835938,-15.014175415039062
147,182.5347900390625,-14.859185218811035
148,191.90802001953125,-15.208621978759766
149,190.9062957763672,-15.430486679077148
150,187.32835388183594,-15.366350173950195
151,173.88565063476562,-14.962287902832031
152,207.39117431640625,-15.742116928100586
153,182.78842163085938,-15.04159164428711
154,210.7398681640625,-15.80923843383789
155,187.82603454589844,-15.23690414428711
156,184.50979614257812,-15.367439270019531
157,191.88743591308594,-15.350976943969727
158,188.90603637695312,-15.185073852539062
159,191.16714477539062,-15.337329864501953
160,196.75784301757812,-15.410768508911133
161,179.0042266845703,-15.117461204528809
162,188.55963134765625,-15.245077133178711
163,192.17587280273438,-15.46841049194336
164,168.0330810546875,-14.688340187072754
165,190.220703125,-15.627811431884766
166,196.55880737304688,-15.711706161499023
167,174.34124755859375,-15.007492065429688
168,173.30081176757812,-14.854069709777832
169,169.248291015625,-14.760889053344727
170,175.0399169921875,-15.210203170776367
171,175.7412872314453,-15.258304595947266
172,172.66299438476562,-14.672615051269531
173,172.98739624023438,-15.025343894958496
174,173.45755004882812,-14.977688789367676
175,175.66091918945312,-15.087967872619629
176,185.87757873535156,-15.30046272277832
177,192.93191528320312,-15.663875579833984
178,184.18167114257812,-15.367972373962402
179,185.03387451171875,-15.40269947052002
180,185.708251953125,-15.502429962158203
181,177.2935791015625,-15.37160873413086
182,173.04550170898438,-14.88295841217041
183,174.66172790527344,-14.928953170776367
184,206.7186279296875,-15.962130546569824
185,174.5374755859375,-15.165925979614258
186,170.85983276367188,-15.132589340209961
187,168.0137176513672,-14.964902877807617
188,167.56715393066406,-14.879060745239258
189,176.5633544921875,-15.35539722442627
190,170.99169921875,-14.998291015625
191,180.32737731933594,-15.461800575256348
192,158.928466796875,-14.862868309020996
193,180.59359741210938,-15.051947593688965
194,180.9747314453125,-15.372808456420898
195,169.2532958984375,-15.045279502868652
196,172.83444213867188,-15.243097305297852
197,184.2781982421875,-15.511734008789062
198,168.87109375,-15.050360679626465
199,182.01736450195312,-15.532623291015625
200,158.8719482421875,-14.943061828613281
201,171.33465576171875,-15.111104965209961
202,178.59884643554688,-15.237833023071289
203,167.3681640625,-14.957451820373535
204,172.11740112304688,-15.46625804901123
205,170.48333740234375,-15.358877182006836
206,170.48326110839844,-15.360844612121582
207,169.46600341796875,-15.533016204833984
208,166.58236694335938,-15.189620018005371
209,161.50863647460938,-15.232575416564941
210,175.771484375,-15.216533660888672
211,170.0747833251953,-15.358125686645508
212,165.7353515625,-15.12952995300293
213,178.46206665039062,-15.651636123657227
214,169.0645751953125,-15.485435485839844
215,150.0297393798828,-14.465774536132812
216,156.44647216796875,-15.053794860839844
217,160.4971923828125,-15.256839752197266
218,167.47247314453125,-15.229065895080566
219,146.28109741210938,-15.010326385498047
220,171.92550659179688,-15.29316234588623
221,153.11215209960938,-15.168063163757324
222,164.28822326660156,-14.979488372802734
223,164.99142456054688,-15.490804672241211
224,167.92568969726562,-15.390125274658203
225,153.06304931640625,-15.308099746704102
226,172.34580993652344,-15.589571952819824
227,168.66131591796875,-15.309283256530762
228,147.49844360351562,-14.583159446716309
229,169.96240234375,-15.484752655029297
230,165.88352966308594,-15.261714935302734
231,141.09202575683594,-14.750261306762695
232,153.59437561035156,-15.106685638427734
233,154.9360809326172,-15.04415225982666
234,176.69320678710938,-15.227007865905762
235,159.52169799804688,-15.162435531616211
236,142.92401123046875,-14.946146011352539
237,167.40740966796875,-15.498130798339844
238,168.22044372558594,-15.510030746459961
239,149.64283752441406,-15.04677963256836
240,141.65164184570312,-14.941373825073242
241,144.982177734375,-14.863374710083008
242,171.69540405273438,-15.373420715332031
243,156.9232177734375,-15.467828750610352
244,176.58042907714844,-15.619438171386719
245,158.90963745117188,-15.311077117919922
246,155.79776000976562,-15.192790985107422
247,156.229248046875,-15.082365989685059
248,176.34312438964844,-15.98462963104248
249,147.58709716796875,-14.827581405639648
