Proposed (SDH-PPO),PPO Standard,DQN,DDQN,Static
59.610480556686106,59.42961539379585,65.45607,65.45607,59.13035198556406
55.456597953054384,57.87543724852558,60.839508,60.839508,53.44845009019136
74.54516970617587,74.77765965414319,82.049355,82.049355,76.78598991015302
79.6799436153174,79.5707955574339,87.75549,87.75549,65.06663474141132
61.22201466077388,64.31263422350973,67.24665,67.9191165,68.63044700038566
64.05483760000001,72.07068660934065,70.394264,71.09820664,71.97408404927269
70.79533882023753,74.80197469939054,77.8837,78.662537,81.6224663182806
69.98458345885366,71.46598433410836,76.98287,77.75269870000001,78.24969951998457
44.74145526757946,52.35658505363901,48.934914,49.42426314,50.40956105800306
71.28606230483801,74.9873778626076,78.428955,79.21324455,82.09964311422011
62.26609505872154,63.08197624007749,68.40664,69.0907064,71.24282020457343
45.53533798126978,45.97824049983951,49.815742,49.815742,46.543622187963074
50.05109904972482,50.35054041019488,54.83452,55.3828652,59.10224342172693
64.32340591662883,64.80809558136654,70.69264,71.3995664,73.89855608556572
54.29290748740506,55.85983208615017,59.54766,60.1431366,63.57346087347436
74.98120459545852,77.25794292767048,82.534,83.35934,87.0853513106043
80.12797397831201,81.0485981519631,88.25326,89.1357926,89.47283961617822
78.5743667398705,79.31334799904585,86.52641,86.52641,89.38697593612886
59.0341150194633,61.84033364065337,64.81564,65.4637964,67.94124206028522
59.48822855479686,72.03783394569552,65.320244,65.320244,67.92391764629181
51.28144,54.136817044582365,56.2016,56.2016,46.387167184071
57.229849728998786,57.06446174859386,62.81093,62.81093,53.00510050720693
71.95571358406008,73.44066748912108,79.17297,79.96469970000001,85.40586028298065
77.55632612599004,77.92897933804184,85.39591,85.39591,67.04785437051328
86.1814095125928,87.1202329596672,94.97932,94.97932,88.17969657710836
76.08021592231131,76.6885480025158,83.75574,83.75574,86.14389035877862
86.81179669723397,90.44083651878597,95.679565,95.679565,94.41619363642916
59.58133578995567,59.59032629500373,65.423706,66.07794306,65.93886559218629
62.06301018158866,61.93951148687817,68.18094,68.18094,70.43124780775341
92.30012342972272,93.64813689750636,101.776215,101.776215,109.3940999108204
63.344341861186926,67.17237993293098,69.60481,70.3008581,72.81069796886203
70.61421058495283,70.76767046236753,77.6822,77.6822,77.02637134335436
74.17807,78.90519382415981,81.6423,82.458723,87.8487673540824
75.91379027592541,78.20152936923057,83.56775,83.56775,78.37415159956987
82.25410973407752,82.26758029351788,90.61527,91.5214227,93.65456043657775
56.72322167795717,57.25903634866833,62.24755,62.24755,54.16991369206362
66.94506700000001,69.44738940456367,73.60563,74.3416863,79.83697132990085
49.019654662606534,50.344605971374506,53.688385,53.688385,46.27171979739684
71.27874032879042,73.13822710279238,78.42078,79.2049878,79.56824322608145
63.607577579476185,66.83458156550873,69.89727,70.5962427,71.2506056631736
60.334585019759544,60.46472097494841,66.26027,66.26027,67.26428215990171
60.47595662401617,63.7714964016968,66.41754,66.41754,61.88703756124799
82.99598978950978,82.93496265036964,91.43944,92.3538344,98.85782432473935
53.829372981652206,53.83264219044393,59.03263,59.6229563,59.300018626263984
72.32122033254147,72.94426236995555,79.57912,80.3749112,83.55532755717599
66.36717100784404,66.60570998947388,72.96349,73.69312489999999,74.00971626637846
78.79071400000001,95.78424086643577,86.76746,86.76746,85.39027943693378
62.488997707053414,62.48024678656101,68.653854,68.653854,69.57435653344082
52.69928428972738,52.56119954067864,57.776924,58.35469324,59.75896671575737
71.0426419317218,73.2543283584485,78.15849,78.15849,78.01679265044515
59.0685686387167,70.04546065499592,64.85396,65.50249960000001,68.55106529433779
42.296425747307524,42.63530676583258,46.217354,46.217354,44.80940416887584
59.047008388758364,59.89681294180416,64.82999,65.4782899,62.10341242975442
68.04507004520849,68.52797266623944,74.827644,75.57592044,73.67998630352373
62.71721246536684,66.33144238046992,68.90796,68.90796,64.75364998162392
64.22121180066371,65.14536348335577,70.57874,70.57874,64.43581002300252
