Proposed (SDH-PPO),PPO Standard,DQN,DDQN,Static
63.46911898844099,63.81274182803655,69.74346,70.4408946,74.50449693173182
75.0229959193027,75.85973821938299,82.58089,82.58089,80.93579622745347
59.413158710616116,59.60082018761158,65.232544,65.88486944,64.75663301666737
92.89381836083213,93.93654608214186,102.437386,103.46175986,102.83994792320074
75.15817862101478,80.26340522012524,82.72759,82.72759,76.42134799753994
58.9258743986057,58.74204399391949,64.69541,65.3423641,66.77476244434466
63.32068411233909,63.85444566816092,69.57819,70.2739719,71.82339535889562
64.13589784023868,64.07247947959806,70.48433,71.18917330000001,74.9925188323538
56.44157719231397,56.34092545014799,61.93495,62.5542995,65.2090702835291
83.1880095648176,83.15272394401872,91.65333,92.5698633,93.62594719528664
58.04971621685794,63.46695482377116,63.721855,63.721855,60.767117100619245
58.25345782192861,61.71192292065881,63.948242,63.948242,38.24411200607305
55.348726076287065,55.80377737854692,60.720703,61.32791003,63.4875000731585
71.60683460123134,71.51934073712951,78.784706,78.784706,73.50599678398152
81.57602361154557,82.34233130148196,89.86162,90.7602362,87.27332431129166
56.554926679650215,56.72960999467767,62.061028,62.061028,53.03198873666405
50.29040332724486,50.316982634142974,55.100304,55.100304,55.88458209934778
63.893576636563765,64.36510655135973,70.215034,70.91718434,74.00336759218372
54.280096354846954,54.687497467468255,59.53344,60.1287744,62.79655684759108
50.71582713110885,51.789971174577175,55.573135,56.12886635,55.83397011635491
79.47477960852368,79.92310521091312,87.52753,88.4028053,94.34048006259532
54.34648617646486,55.47472476467758,59.606865,60.20293365,60.92093537256705
67.582537,71.87844153910736,74.31393,75.0570693,78.87430271352042
61.9305558230418,62.004604782400136,68.0339,68.0339,64.24940714341743
73.01173701692755,75.99590471011835,80.345505,80.345505,82.47073628220058
67.99457368907899,69.41946636051267,74.77165,74.77165,74.57848852885797
53.62379833902228,53.61803578330791,58.80419,59.3922319,62.558316001721074
45.76473019821299,49.8108093904401,50.071815,50.071815,44.92477479741709
57.47646000193128,59.27888604499874,63.084656,63.71550256,66.37805664659359
74.99611712633752,75.28037960125327,82.55022,83.3757222,82.26093255174737
59.01354454128227,60.65645467251053,64.792496,65.44042096,70.17460044511225
69.51334751146557,72.18493073776828,76.459274,76.459274,74.58811010435295
99.1005947054217,99.02973935024644,109.33369,109.33369,105.6978184592422
49.27973660485309,49.425370510747285,53.976585,54.51635085,54.805156121668325
77.25547802802754,84.11889259285044,85.06164,85.06164,87.0007157250889
50.00945154856267,50.47409259804406,54.788216,55.33609816,56.59474393506446
87.21399030385565,88.40158900209367,96.12647,96.12647,81.94284070562408
58.63893727763581,58.472025311036646,64.37651,64.37651,59.55569275848707
66.35123578307504,67.25372044138742,72.94579,73.6752479,75.11992849751563
80.38616687946129,80.52901671084142,88.54004,89.4254404,90.39250252299917
81.08660982181638,82.27575193701517,89.31781,90.2109881,87.06912256434076
48.72066475824028,49.15547734552681,53.35585,53.8894085,53.81978425379044
88.61193651734828,89.22234462666779,97.67965,97.67965,86.62741156167581
52.742811861952845,53.06371245999944,57.82463,57.82463,56.07957692158818
