P1,P2,P4
5.874785899592022,52.5068940938064,5.983887103450835
5.522675085203648,74.67508241285563,6.401273727305174
5.823082233977949,40.90652716200453,5.617027117794275
5.039866073460355,63.20580865043449,5.686282815252347
5.399057891504163,89.49371723211432,5.867450798140926
5.15451070514507,68.59751509452963,6.241675569286585
5.393362064912183,60.63670081970781,6.41718298233695
5.153052101637114,77.35056908624006,6.167079777578264
5.662820364260673,62.41556645473874,5.593414446757585
5.389696125099971,58.30695042351133,5.9806043375920215
5.415910874926409,53.60341909014017,5.9171390002022095
5.828793198512674,56.26273339498306,6.079988638893658
5.633043812981904,70.4141029127071,5.963622589143742
5.419303517546284,62.95206359797793,5.565454103860441
5.460643908938849,72.75980502543639,5.838226536822377
5.579217279715383,58.84983852341495,5.628574466410324
5.4311905798467635,67.49413783497998,6.001096365611645
5.32387060335955,51.77819704684344,5.749783988999514
5.550346047033954,76.87241303642345,6.115610602307375
5.324571409481001,51.239123291472076,5.426914910687536
5.26293967108678,74.84594838349611,5.767231662885262
5.5427321340277675,66.9118658787874,5.851417755513334
5.4239682600000005,107.586099,6.2572472900000005
5.810597511916602,72.36902243011826,5.745717312290478
5.6220596725385,51.635689765805054,5.535317272094691
5.366332434121252,69.17959019238218,6.110637743977521
5.282703397637915,62.7472464498049,5.526110041242093
5.4824955179584745,66.05089725854945,5.579337227440549
5.132205654790535,105.75408018209839,6.02946175177885
5.209642599004198,57.230028758039,5.788023866762271
5.1652221360868475,74.50309592703742,5.394113181184084
5.61163287046318,46.85630430788374,5.603195496453433
4.5279656096632,92.25872849714327,5.887440822024486
5.175642981174767,91.30108287717981,5.888212276662657
5.34858678911609,50.266432606156826,5.626611335653173
5.432518365391323,57.58253526034999,5.997900048831517
5.500488704949606,53.17927470291912,5.774100918268269
5.752896908738494,62.40093180371905,5.9052976815451625
5.60707515,55.1427975,5.84305555
5.2798750343117415,56.95139592065692,5.820404080655976
5.465418077957162,51.833234939946536,5.423212324674348
5.6463409735414976,71.13517235854376,5.449142150735113
5.4147297566261825,53.763696477567315,5.715342302830787
5.105108388587008,51.46063444861078,5.933809884872546
5.336283585900188,59.33435236463249,5.651776068045795
5.195891106601906,50.61679483736193,5.5673282586164134
5.888298160770392,55.80855091842954,5.935806101853102
5.501139454187465,68.42275499453747,5.80636664156515
5.645330727301012,78.57932748984575,5.579642808542538
5.47091757,73.478772,5.693558994999999
5.327753796322623,46.59341014318567,5.872497382721469
5.701629228645528,76.15257106073905,5.9889926769301525
5.2934214013665395,68.32326785968924,6.00618949122132
5.607832109923187,79.33665803394288,5.878822298559845
5.592633621165347,58.26826408504629,5.79773642291702
5.060063143740856,56.82284170277792,5.710651801413041
5.6555165064852595,77.21773570334064,5.867275436876923
6.010984552833522,46.283362841713185,5.634762844639814
5.61525286092438,61.00288079401016,5.470914198064441
4.846979776826381,88.62373600795601,6.105590178522396
5.277578522505141,69.63353686354328,5.88239142195456
5.4093014919064935,58.00033541422159,5.897433294979818
5.496316197307628,75.13819708826797,5.5199601946242725
5.801811890266481,59.850601055588804,5.624948960749038
5.2099803,56.10933360000001,5.813913299999999
5.605436617673958,68.3828638928932,5.892322635396517
5.469800011189308,58.83284015102577,5.986448319744558
5.2356922475782195,63.570612416289094,6.033541898306287
5.29128,52.915518,5.270355299999999
4.834624912756324,77.60739457290634,6.025026573334582
5.5097109,68.723892,5.986638145
5.435773073955864,67.511849913131,5.8414309333365795
5.3560527067939345,69.01721965245437,6.056131378690802
5.931545044297832,58.13786772308684,5.503491718027432
5.257677875690496,56.49740438924063,5.605300185327171
5.8163678089776605,45.401268184328345,5.461110016874209
5.674432665725827,73.20035301808595,6.06132169611311
5.883979573641908,55.3794316487448,5.611648843068744
5.4752527852232316,57.08233206082595,5.941343404876195
5.821584685548294,65.03074630681586,5.995658380651266
5.430923891286814,60.73700384939492,5.32954118328895
5.1260229633420415,64.72880830836296,5.833318689631731
5.233480342116057,78.93150986488091,6.151269155552858
5.731409326396233,45.628801685932636,5.6183418231845375
5.53730894910518,54.47997810572115,5.722901378920561
5.393337440061228,52.6313568798914,5.800509654174423
5.411209886544031,62.83937958637134,5.739119905660865
5.083588052659342,43.93290623362935,5.800573741336986
5.109414239168388,64.04208809908425,5.651286876877447
5.470875898589402,52.965036965211745,5.566775174523302
5.8350133563594095,51.51744668732141,5.556853506917942
5.768393963539497,63.94152344548538,5.654970988520276
