timestamp,port,rx_bytes,tx_bytes
2026-01-13T19:10:14Z,2,19749152308,17304433936
2026-01-13T19:10:15Z,2,19749748521,17304970696
2026-01-13T19:10:16Z,2,19750299642,17305416856
2026-01-13T19:10:17Z,2,19750859800,17305952116
2026-01-13T19:10:18Z,2,19751465513,17306528716
2026-01-13T19:10:19Z,2,19752029316,17306976676
2026-01-13T19:10:20Z,2,19752601572,17307529456
2026-01-13T19:10:21Z,2,19753184264,17308171036
2026-01-13T19:10:22Z,2,19753753086,17308643356
2026-01-13T19:10:23Z,2,19754307211,17309097376
2026-01-13T19:10:24Z,2,19754856215,17309617576
2026-01-13T19:10:25Z,2,19755456293,17310259696
2026-01-13T19:10:26Z,2,19756005536,17310710956
2026-01-13T19:10:27Z,2,19756558186,17311253296
2026-01-13T19:10:28Z,2,19757151715,17311942336
2026-01-13T19:10:29Z,2,19757702070,17312498476
2026-01-13T19:10:30Z,2,19758251202,17313031756
2026-01-13T19:10:31Z,2,19758806454,17313618436
2026-01-13T19:10:32Z,2,19759397302,17314163476
2026-01-13T19:10:33Z,2,19759951521,17314874176
2026-01-13T19:10:34Z,2,19760501829,17315376856
2026-01-13T19:10:35Z,2,19761099779,17316001696
2026-01-13T19:10:36Z,2,19761648847,17316575896
2026-01-13T19:10:37Z,2,19762201364,17317110556
2026-01-13T19:10:38Z,2,19762793639,17317733896
2026-01-13T19:10:39Z,2,19763335627,17318242336
2026-01-13T19:10:40Z,2,19763884759,17318848936
2026-01-13T19:10:41Z,2,19764481925,17319428836
2026-01-13T19:10:42Z,2,19765031788,17320037356
2026-01-13T19:10:43Z,2,19765586326,17320675456
2026-01-13T19:10:44Z,2,19766178031,17321306416
2026-01-13T19:10:45Z,2,19766733805,17321914156
2026-01-13T19:10:46Z,2,19767286173,17322452296
2026-01-13T19:10:47Z,2,19767837295,17323055236
2026-01-13T19:10:48Z,2,19768430345,17323533916
2026-01-13T19:10:49Z,2,19768984315,17324101576
2026-01-13T19:10:50Z,2,19769546147,17324579236
2026-01-13T19:10:51Z,2,19770156882,17325142576
2026-01-13T19:10:52Z,2,19770716468,17325685396
2026-01-13T19:10:53Z,2,19771269031,17326283596
2026-01-13T19:10:54Z,2,19771839999,17326792636
2026-01-13T19:10:55Z,2,19772412905,17327373316
2026-01-13T19:10:56Z,2,19772967602,17327890036
2026-01-13T19:10:57Z,2,19773517279,17328459316
